"fact_id","order_date","fiscal_year","fiscal_quarter","fiscal_month","week_of_year","so_number","order_id","line_id","customer_code","customer_name","province_id","province_name","region","product_code","product_name","color","line_id_fk","line_name","group_code","group_name","quantity","unit_price","line_total"
17042,2025-01-08,2025,1,1,2,BH25.0007,7,11,KH-00007,CÔNG TY TNHH THƯƠNG MẠI ĐẠI LỢI,25,Thanh Hóa,Miền Trung,"000224002004000",Xe đạp Thống Nhất New 24 Đỏ tươi,Đỏ tươi,20,Xe New 24,CITYBIKE_P,Xe phổ thông,13.00,1558796.30,20264352.00
17043,2025-01-08,2025,1,1,2,BH25.0007,7,12,KH-00007,CÔNG TY TNHH THƯƠNG MẠI ĐẠI LỢI,25,Thanh Hóa,Miền Trung,"000214004000000",Xe đạp Thống Nhất GN 05-26,"05-26",5,Xe GN 05-26,CITYBIKE_P,Xe phổ thông,6.00,1498611.11,8991667.00
17044,2025-01-08,2025,1,1,2,BH25.0007,7,13,KH-00007,CÔNG TY TNHH THƯƠNG MẠI ĐẠI LỢI,25,Thanh Hóa,Miền Trung,"000331002004000",Xe đạp Thống Nhất MTB 26-02 Đỏ tươi,Đỏ tươi,18,Xe MTB 26 02,CITYBIKE_P,Xe phổ thông,17.00,1799537.04,30592130.00
17045,2025-01-08,2025,1,1,2,BH25.0007,7,14,KH-00007,CÔNG TY TNHH THƯƠNG MẠI ĐẠI LỢI,25,Thanh Hóa,Miền Trung,"1030010000080000",Xe đạp Thống Nhất TE Batman12 Ghi,Ghi,51,Xe TE Batman12 (IP - Bản quyền),KIDBIKE_2,Xe trẻ em nhóm 2,3.00,1289814.81,3869444.00
17046,2025-01-08,2025,1,1,2,BH25.0007,7,15,KH-00007,CÔNG TY TNHH THƯƠNG MẠI ĐẠI LỢI,25,Thanh Hóa,Miền Trung,"000131002007000",Xe đạp Thống Nhất GN 06 20 Coban,Coban,24,Xe GN 06 20,KIDBIKE_1,Xe trẻ em nhóm 1,15.00,1197685.19,17965278.00
17047,2025-01-08,2025,1,1,2,BH25.0007,7,16,KH-00007,CÔNG TY TNHH THƯƠNG MẠI ĐẠI LỢI,25,Thanh Hóa,Miền Trung,"000401002016002","Xe đạp Thống Nhất Nữ Truyền thống Lốp 2 màu, Ngọc",Ngọc,22,Xe Nữ,CITYBIKE_P,Xe phổ thông,36.00,1516666.67,54600000.00
17048,2025-01-08,2025,1,1,2,BH25.0007,7,17,KH-00007,CÔNG TY TNHH THƯƠNG MẠI ĐẠI LỢI,25,Thanh Hóa,Miền Trung,"000207004000000",Xe đạp Thống Nhất 219-05-26,"219-05-26",1,Xe 219-05-26,CITYBIKE_P,Xe phổ thông,5.00,1498611.11,7493056.00
17049,2025-01-08,2025,1,1,2,BH25.0007,7,18,KH-00007,CÔNG TY TNHH THƯƠNG MẠI ĐẠI LỢI,25,Thanh Hóa,Miền Trung,"1000300050010000",Xe đạp Thống Nhất MTB SPD 27.5 ( Đen),Đen,74,Xe MTB SPD 27.5,SPORTBIKE_A,Xe thể thao nhôm,16.00,2943055.56,47088889.00
17050,2025-01-09,2025,1,1,2,BH25.0008,8,19,KH-00009,CỬA HÀNG XE ĐẠP THIÊN AN,11,Hà Nội,Miền Bắc,"000224002004000",Xe đạp Thống Nhất New 24 Đỏ tươi,Đỏ tươi,20,Xe New 24,CITYBIKE_P,Xe phổ thông,20.00,2222222.22,44444444.00
17051,2025-01-09,2025,1,1,2,BH25.0009,9,20,KH-00008,CÔNG TY CỔ PHẦN YÊN BÌNH,14,Hưng Yên,Miền Bắc,"000218004005000",Xe đạp Thống Nhất GN 06-27 2.0 Pro Cam,Cam,61,Xe GN 06-27 2.0 Pro,SPORTBIKE_S,Xe thể thao thép,2.00,3324074.07,6648148.00
17052,2025-01-09,2025,1,1,2,BH25.0010,10,21,KH-00010,CỬA HÀNG XE ĐẠP QUANG VINH,54,Thái Nguyên,Miền Bắc,"1000270020150000",Xe đạp Thống Nhất TE Spaceboy 16 Café/nâu,Café/nâu,46,Xe Spaceboy 16,KIDBIKE_2,Xe trẻ em nhóm 2,3.00,500000.00,1500000.00
17053,2025-01-09,2025,1,1,2,BH25.0010,10,22,KH-00010,CỬA HÀNG XE ĐẠP QUANG VINH,54,Thái Nguyên,Miền Bắc,"1000270020220000",Xe đạp Thống Nhất TE Spaceboy 16 Xanh dương,Xanh dương,46,Xe Spaceboy 16,KIDBIKE_2,Xe trẻ em nhóm 2,3.00,500000.00,1500000.00
17054,2025-01-09,2025,1,1,2,BH25.0010,10,23,KH-00010,CỬA HÀNG XE ĐẠP QUANG VINH,54,Thái Nguyên,Miền Bắc,"000117002023000",Xe đạp thống nhất TE Bunny 16 Kem,Kem,41,Xe Bunny 16,KIDBIKE_2,Xe trẻ em nhóm 2,5.00,500000.00,2500000.00
17055,2025-01-09,2025,1,1,2,BH25.0010,10,24,KH-00010,CỬA HÀNG XE ĐẠP QUANG VINH,54,Thái Nguyên,Miền Bắc,"000117002023000",Xe đạp thống nhất TE Bunny 16 Kem,Kem,41,Xe Bunny 16,KIDBIKE_2,Xe trẻ em nhóm 2,10.00,500000.00,5000000.00
17056,2025-01-09,2025,1,1,2,BH25.0010,10,25,KH-00010,CỬA HÀNG XE ĐẠP QUANG VINH,54,Thái Nguyên,Miền Bắc,"1000210020090000",Xe đạp Thống Nhất TE Love 12 Hồng,Hồng,42,Xe Love 12,KIDBIKE_2,Xe trẻ em nhóm 2,3.00,470000.00,1410000.00
17057,2025-01-09,2025,1,1,2,BH25.0010,10,26,KH-00010,CỬA HÀNG XE ĐẠP QUANG VINH,54,Thái Nguyên,Miền Bắc,"1000220020090000",Xe đạp Thống Nhất TE Love 16 Hồng,Hồng,43,Xe Love 16,KIDBIKE_2,Xe trẻ em nhóm 2,3.00,500000.00,1500000.00
17058,2025-01-09,2025,1,1,2,BH25.0010,10,27,KH-00010,CỬA HÀNG XE ĐẠP QUANG VINH,54,Thái Nguyên,Miền Bắc,"1040010000080000",Xe đạp Thống Nhất TE Batman16 Ghi,Ghi,52,Xe TE Batman16 (IP - Bản quyền),KIDBIKE_2,Xe trẻ em nhóm 2,3.00,1231481.48,3694444.00
17059,2025-01-09,2025,1,1,2,BH25.0011,11,28,KH-00011,DOANH NGHIỆP TW NAM TIẾN,11,Hà Nội,Miền Bắc,"000218002007000",Xe đạp Thống Nhất GN 06-27 Coban,Coban,11,Xe GN 06-27,CITYBIKE_P,Xe phổ thông,1.00,2305555.56,2305556.00
17060,2025-01-10,2025,1,1,2,BH25.0012,17,29,KH-00012,HỘ KINH DOANH THIÊN AN,11,Hà Nội,Miền Bắc,"000226003015000",Xe đạp Thống Nhất LD 24-01_2023 Café/nâu,Café/nâu,13,Xe LD 24-01_2023,CITYBIKE_P,Xe phổ thông,1.00,2592592.59,2592593.00
17061,2025-01-10,2025,1,1,2,BH25.0013,16,30,KH-00013,DOANH NGHIỆP TW THANH BÌNH,14,Hưng Yên,Miền Bắc,"000225002007000",Xe đạp Thống Nhất New 26 Coban,Coban,,,,,1.00,2490740.74,2490741.00
17062,2025-01-10,2025,1,1,2,BH25.0014,18,31,KH-00014,HỘ KINH DOANH LONG PHÚ,3,Bắc Ninh,Miền Bắc,"000224002009000",Xe đạp Thống Nhất New 24 Hồng,Hồng,20,Xe New 24,CITYBIKE_P,Xe phổ thông,2.00,1130000.00,2260000.00
17063,2025-01-10,2025,1,1,2,BH25.0014,18,32,KH-00014,HỘ KINH DOANH LONG PHÚ,3,Bắc Ninh,Miền Bắc,"000224002002000",Xe đạp Thống Nhất New 24 Trắng,Trắng,20,Xe New 24,CITYBIKE_P,Xe phổ thông,3.00,1130000.00,3390000.00
17064,2025-01-10,2025,1,1,2,BH25.0014,18,33,KH-00014,HỘ KINH DOANH LONG PHÚ,3,Bắc Ninh,Miền Bắc,"000224002015000",Xe đạp Thống Nhất New 24 Café/nâu,Café/nâu,20,Xe New 24,CITYBIKE_P,Xe phổ thông,2.00,1130000.00,2260000.00
17065,2025-01-10,2025,1,1,2,BH25.0014,18,34,KH-00014,HỘ KINH DOANH LONG PHÚ,3,Bắc Ninh,Miền Bắc,"000225002023000",Xe đạp Thống Nhất New 26 Kem,Kem,21,Xe New 26,CITYBIKE_P,Xe phổ thông,3.00,1180000.00,3540000.00
17066,2025-01-10,2025,1,1,2,BH25.0014,18,35,KH-00014,HỘ KINH DOANH LONG PHÚ,3,Bắc Ninh,Miền Bắc,"000225002002000",Xe đạp Thống Nhất New 26 Trắng,Trắng,21,Xe New 26,CITYBIKE_P,Xe phổ thông,4.00,1180000.00,4720000.00
17067,2025-01-10,2025,1,1,2,BH25.0014,18,36,KH-00014,HỘ KINH DOANH LONG PHÚ,3,Bắc Ninh,Miền Bắc,"000225002015000",Xe đạp Thống Nhất New 26 Café/nâu,Café/nâu,21,Xe New 26,CITYBIKE_P,Xe phổ thông,3.00,1180000.00,3540000.00
17068,2025-01-10,2025,1,1,2,BH25.0014,18,37,KH-00014,HỘ KINH DOANH LONG PHÚ,3,Bắc Ninh,Miền Bắc,"000225002025000",Xe đạp Thống Nhất New 26 Xanh mint,Xanh mint,21,Xe New 26,CITYBIKE_P,Xe phổ thông,2.00,1180000.00,2360000.00
17069,2025-01-10,2025,1,1,2,BH25.0014,18,38,KH-00014,HỘ KINH DOANH LONG PHÚ,3,Bắc Ninh,Miền Bắc,"000125002009000",Xe đạp Thống Nhất Puppy 20 Hồng,Hồng,32,Xe Puppy 20,KIDBIKE_1,Xe trẻ em nhóm 1,2.00,1050000.00,2100000.00
17070,2025-01-10,2025,1,1,2,BH25.0014,18,39,KH-00014,HỘ KINH DOANH LONG PHÚ,3,Bắc Ninh,Miền Bắc,"000125002002000",Xe đạp Thống Nhất Puppy 20 Trắng,Trắng,32,Xe Puppy 20,KIDBIKE_1,Xe trẻ em nhóm 1,1.00,1050000.00,1050000.00
17071,2025-01-10,2025,1,1,2,BH25.0014,18,40,KH-00014,HỘ KINH DOANH LONG PHÚ,3,Bắc Ninh,Miền Bắc,"1000240020090000",Xe đạp Thống Nhất TE Bunny 16 Hồng,Hồng,41,Xe Bunny 16,KIDBIKE_2,Xe trẻ em nhóm 2,3.00,500000.00,1500000.00
17072,2025-01-10,2025,1,1,2,BH25.0014,18,41,KH-00014,HỘ KINH DOANH LONG PHÚ,3,Bắc Ninh,Miền Bắc,"1000240020220000",Xe đạp Thống Nhất TE Bunny 16 Xanh dương,Xanh dương,41,Xe Bunny 16,KIDBIKE_2,Xe trẻ em nhóm 2,2.00,500000.00,1000000.00
17073,2025-01-10,2025,1,1,2,BH25.0014,18,42,KH-00014,HỘ KINH DOANH LONG PHÚ,3,Bắc Ninh,Miền Bắc,"1000230020090000",Xe đạp Thống Nhất TE Bunny 12 Hồng,Hồng,40,Xe Bunny 12,KIDBIKE_2,Xe trẻ em nhóm 2,3.00,470000.00,1410000.00
17074,2025-01-10,2025,1,1,2,BH25.0014,18,43,KH-00014,HỘ KINH DOANH LONG PHÚ,3,Bắc Ninh,Miền Bắc,"1000220020090000",Xe đạp Thống Nhất TE Love 16 Hồng,Hồng,43,Xe Love 16,KIDBIKE_2,Xe trẻ em nhóm 2,3.00,500000.00,1500000.00
17075,2025-01-10,2025,1,1,2,BH25.0014,18,44,KH-00014,HỘ KINH DOANH LONG PHÚ,3,Bắc Ninh,Miền Bắc,"1000220020220000",Xe đạp Thống Nhất TE Love 16 Xanh dương,Xanh dương,43,Xe Love 16,KIDBIKE_2,Xe trẻ em nhóm 2,1.00,500000.00,500000.00
17076,2025-01-10,2025,1,1,2,BH25.0014,18,45,KH-00014,HỘ KINH DOANH LONG PHÚ,3,Bắc Ninh,Miền Bắc,"1000270020220000",Xe đạp Thống Nhất TE Spaceboy 16 Xanh dương,Xanh dương,46,Xe Spaceboy 16,KIDBIKE_2,Xe trẻ em nhóm 2,3.00,500000.00,1500000.00
17077,2025-01-10,2025,1,1,2,BH25.0014,18,46,KH-00014,HỘ KINH DOANH LONG PHÚ,3,Bắc Ninh,Miền Bắc,"000217003001000",Xe đạp Thống Nhất GN 06-26 2.0 Đen,Đen,10,Xe GN 06-26 2.0,CITYBIKE_P,Xe phổ thông,3.00,1250000.00,3750000.00
17078,2025-01-10,2025,1,1,2,BH25.0014,18,47,KH-00014,HỘ KINH DOANH LONG PHÚ,3,Bắc Ninh,Miền Bắc,"000217003008000",Xe đạp Thống Nhất GN 06-26 2.0 Ghi,Ghi,10,Xe GN 06-26 2.0,CITYBIKE_P,Xe phổ thông,2.00,1250000.00,2500000.00
17079,2025-01-10,2025,1,1,2,BH25.0014,18,48,KH-00014,HỘ KINH DOANH LONG PHÚ,3,Bắc Ninh,Miền Bắc,"000333002001000",Xe đạp Thống Nhất Super 26 đen,đen,70,Xe Super 26,SPORTBIKE_S,Xe thể thao thép,2.00,1300000.00,2600000.00
17080,2025-01-10,2025,1,1,2,BH25.0014,18,49,KH-00014,HỘ KINH DOANH LONG PHÚ,3,Bắc Ninh,Miền Bắc,"000333002022000",Xe đạp Thống Nhất Super 26 xanh,xanh,70,Xe Super 26,SPORTBIKE_S,Xe thể thao thép,1.00,1300000.00,1300000.00
17081,2025-01-10,2025,1,1,2,BH25.0015,14,50,KH-00015,DOANH NGHIỆP TW MINH PHƯƠNG,33,Phú Thọ,Miền Bắc,"1000300050010000",Xe đạp Thống Nhất MTB SPD 27.5 ( Đen),Đen,74,Xe MTB SPD 27.5,SPORTBIKE_A,Xe thể thao nhôm,1.00,2150000.00,2150000.00
17082,2025-01-10,2025,1,1,2,BH25.0015,14,51,KH-00015,DOANH NGHIỆP TW MINH PHƯƠNG,33,Phú Thọ,Miền Bắc,"1000300050080000",Xe đạp Thống Nhất MTB SPD 27.5 ( Ghi),Ghi,74,Xe MTB SPD 27.5,SPORTBIKE_A,Xe thể thao nhôm,1.00,2150000.00,2150000.00
17083,2025-01-10,2025,1,1,2,BH25.0015,14,52,KH-00015,DOANH NGHIỆP TW MINH PHƯƠNG,33,Phú Thọ,Miền Bắc,"1000300050080000",Xe đạp Thống Nhất MTB SPD 27.5 ( Ghi),Ghi,74,Xe MTB SPD 27.5,SPORTBIKE_A,Xe thể thao nhôm,3.00,2150000.00,6450000.00
17084,2025-01-10,2025,1,1,2,BH25.0015,14,53,KH-00015,DOANH NGHIỆP TW MINH PHƯƠNG,33,Phú Thọ,Miền Bắc,"000217003005000",Xe đạp Thống Nhất GN 06-26 2.0 Cam,Cam,10,Xe GN 06-26 2.0,CITYBIKE_P,Xe phổ thông,1.00,1250000.00,1250000.00
17085,2025-01-10,2025,1,1,2,BH25.0015,14,54,KH-00015,DOANH NGHIỆP TW MINH PHƯƠNG,33,Phú Thọ,Miền Bắc,"000217003001000",Xe đạp Thống Nhất GN 06-26 2.0 Đen,Đen,10,Xe GN 06-26 2.0,CITYBIKE_P,Xe phổ thông,2.00,1250000.00,2500000.00
17086,2025-01-10,2025,1,1,2,BH25.0015,14,55,KH-00015,DOANH NGHIỆP TW MINH PHƯƠNG,33,Phú Thọ,Miền Bắc,"000218003008000",Xe đạp Thống Nhất GN 06-27 2.0 Ghi,Ghi,12,Xe GN 06-27 2.0,CITYBIKE_P,Xe phổ thông,1.00,1270000.00,1270000.00
17087,2025-01-10,2025,1,1,2,BH25.0015,14,56,KH-00015,DOANH NGHIỆP TW MINH PHƯƠNG,33,Phú Thọ,Miền Bắc,"000218003001000",Xe đạp Thống Nhất GN 06-27 2.0 Đen,Đen,12,Xe GN 06-27 2.0,CITYBIKE_P,Xe phổ thông,2.00,1270000.00,2540000.00
17088,2025-01-10,2025,1,1,2,BH25.0015,14,57,KH-00015,DOANH NGHIỆP TW MINH PHƯƠNG,33,Phú Thọ,Miền Bắc,"000218003005000",Xe đạp Thống Nhất GN 06-27 2.0 Cam,Cam,12,Xe GN 06-27 2.0,CITYBIKE_P,Xe phổ thông,1.00,1270000.00,1270000.00
17089,2025-01-10,2025,1,1,2,BH25.0015,14,58,KH-00015,DOANH NGHIỆP TW MINH PHƯƠNG,33,Phú Thọ,Miền Bắc,"000214004000000",Xe đạp Thống Nhất GN 05-26,"05-26",5,Xe GN 05-26,CITYBIKE_P,Xe phổ thông,2.00,1250000.00,2500000.00
25492,2026-01-19,2026,1,1,4,BH26.0114,801,8461,KH-00393,CÔNG TY TNHH THƯƠNG MẠI SƠN HÀ,52,Thanh Hóa,Miền Trung,"000337002001000",Xe đạp Thống Nhất SK 24 đen,đen,,,,,1.00,1636111.00,1636111.00
17090,2025-01-10,2025,1,1,2,BH25.0015,14,59,KH-00015,DOANH NGHIỆP TW MINH PHƯƠNG,33,Phú Thọ,Miền Bắc,"000224002026000",Xe đạp Thống Nhất New 24 Xanh mint,Xanh mint,20,Xe New 24,CITYBIKE_P,Xe phổ thông,1.00,1130000.00,1130000.00
17091,2025-01-10,2025,1,1,2,BH25.0016,15,60,KH-00016,DOANH NGHIỆP TW VIỆT ANH,40,Quảng Trị,Miền Trung,"000226003015000",Xe đạp Thống Nhất LD 24-01_2023 Café/nâu,Café/nâu,13,Xe LD 24-01_2023,CITYBIKE_P,Xe phổ thông,1.00,1200000.00,1200000.00
17092,2025-01-10,2025,1,1,2,BH25.0016,15,61,KH-00016,DOANH NGHIỆP TW VIỆT ANH,40,Quảng Trị,Miền Trung,"000225002023000",Xe đạp Thống Nhất New 26 Kem,Kem,21,Xe New 26,CITYBIKE_P,Xe phổ thông,5.00,1180000.00,5900000.00
17093,2025-01-10,2025,1,1,2,BH25.0016,15,62,KH-00016,DOANH NGHIỆP TW VIỆT ANH,40,Quảng Trị,Miền Trung,"000224002023000",Xe đạp Thống Nhất New 24 Kem,Kem,20,Xe New 24,CITYBIKE_P,Xe phổ thông,3.00,1130000.00,3390000.00
17094,2025-01-10,2025,1,1,2,BH25.0016,15,63,KH-00016,DOANH NGHIỆP TW VIỆT ANH,40,Quảng Trị,Miền Trung,"000216003008000",Xe đạp Thống Nhất GN 06-24 2.0 Ghi,Ghi,8,Xe GN 06-24 2.0,CITYBIKE_P,Xe phổ thông,2.00,1200000.00,2400000.00
17095,2025-01-10,2025,1,1,2,BH25.0016,15,64,KH-00016,DOANH NGHIỆP TW VIỆT ANH,40,Quảng Trị,Miền Trung,"000226003023000",Xe đạp Thống Nhất LD 24-01_2023 Kem,Kem,13,Xe LD 24-01_2023,CITYBIKE_P,Xe phổ thông,1.00,1200000.00,1200000.00
17096,2025-01-10,2025,1,1,2,BH25.0016,15,65,KH-00016,DOANH NGHIỆP TW VIỆT ANH,40,Quảng Trị,Miền Trung,"000225002002000",Xe đạp Thống Nhất New 26 Trắng,Trắng,21,Xe New 26,CITYBIKE_P,Xe phổ thông,2.00,1180000.00,2360000.00
17097,2025-01-10,2025,1,1,2,BH25.0016,15,66,KH-00016,DOANH NGHIỆP TW VIỆT ANH,40,Quảng Trị,Miền Trung,"000225002025000",Xe đạp Thống Nhất New 26 Xanh mint,Xanh mint,21,Xe New 26,CITYBIKE_P,Xe phổ thông,1.00,1180000.00,1180000.00
17098,2025-01-10,2025,1,1,2,BH25.0016,15,67,KH-00016,DOANH NGHIỆP TW VIỆT ANH,40,Quảng Trị,Miền Trung,"000401002022000","Xe đạp Thống Nhất Nữ Lốp đỏ, Xanh dương",Xanh dương,,,,,10.00,1300000.00,13000000.00
17099,2025-01-10,2025,1,1,2,BH25.0016,15,68,KH-00016,DOANH NGHIỆP TW VIỆT ANH,40,Quảng Trị,Miền Trung,"000216003001000",Xe đạp Thống Nhất GN 06-24 2.0 Đen,Đen,8,Xe GN 06-24 2.0,CITYBIKE_P,Xe phổ thông,3.00,1200000.00,3600000.00
17100,2025-01-10,2025,1,1,2,BH25.0016,15,69,KH-00016,DOANH NGHIỆP TW VIỆT ANH,40,Quảng Trị,Miền Trung,"000331002022000",Xe đạp Thống Nhất MTB 26-02 Xanh dương,Xanh dương,18,Xe MTB 26 02,CITYBIKE_P,Xe phổ thông,2.00,1250000.00,2500000.00
17101,2025-01-10,2025,1,1,2,BH25.0017,13,70,KH-00017,CỬA HÀNG XE ĐẠP THUỶ TIÊN,49,Thái Nguyên,Miền Bắc,"000225002023000",Xe đạp Thống Nhất New 26 Kem,Kem,21,Xe New 26,CITYBIKE_P,Xe phổ thông,5.00,1180000.00,5900000.00
17102,2025-01-10,2025,1,1,2,BH25.0017,13,71,KH-00017,CỬA HÀNG XE ĐẠP THUỶ TIÊN,49,Thái Nguyên,Miền Bắc,"000225002002000",Xe đạp Thống Nhất New 26 Trắng,Trắng,21,Xe New 26,CITYBIKE_P,Xe phổ thông,5.00,1180000.00,5900000.00
17103,2025-01-10,2025,1,1,2,BH25.0017,13,72,KH-00017,CỬA HÀNG XE ĐẠP THUỶ TIÊN,49,Thái Nguyên,Miền Bắc,"000225002009000",Xe đạp Thống Nhất New 26 Hồng,Hồng,21,Xe New 26,CITYBIKE_P,Xe phổ thông,5.00,1180000.00,5900000.00
17104,2025-01-10,2025,1,1,2,BH25.0017,13,73,KH-00017,CỬA HÀNG XE ĐẠP THUỶ TIÊN,49,Thái Nguyên,Miền Bắc,"000224002002000",Xe đạp Thống Nhất New 24 Trắng,Trắng,20,Xe New 24,CITYBIKE_P,Xe phổ thông,2.00,1130000.00,2260000.00
17105,2025-01-10,2025,1,1,2,BH25.0017,13,74,KH-00017,CỬA HÀNG XE ĐẠP THUỶ TIÊN,49,Thái Nguyên,Miền Bắc,"000224002023000",Xe đạp Thống Nhất New 24 Kem,Kem,20,Xe New 24,CITYBIKE_P,Xe phổ thông,2.00,1130000.00,2260000.00
17106,2025-01-10,2025,1,1,2,BH25.0017,13,75,KH-00017,CỬA HÀNG XE ĐẠP THUỶ TIÊN,49,Thái Nguyên,Miền Bắc,"000224002009000",Xe đạp Thống Nhất New 24 Hồng,Hồng,20,Xe New 24,CITYBIKE_P,Xe phổ thông,1.00,1130000.00,1130000.00
17107,2025-01-10,2025,1,1,2,BH25.0018,12,76,KH-00018,CÔNG TY TNHH THƯƠNG MẠI PHÚ THỊNH,11,Hà Nội,Miền Bắc,"000226003002000",Xe đạp Thống Nhất LD 24-01_2023 Trắng,Trắng,13,Xe LD 24-01_2023,CITYBIKE_P,Xe phổ thông,1.00,1200000.00,1200000.00
17108,2025-01-10,2025,1,1,2,BH25.0018,12,77,KH-00018,CÔNG TY TNHH THƯƠNG MẠI PHÚ THỊNH,11,Hà Nội,Miền Bắc,"000330002001000",Xe đạp Thống Nhất MTB 24-03 Đen,Đen,17,Xe MTB 24-03,CITYBIKE_P,Xe phổ thông,1.00,1200000.00,1200000.00
17109,2025-01-10,2025,1,1,2,BH25.0018,12,78,KH-00018,CÔNG TY TNHH THƯƠNG MẠI PHÚ THỊNH,11,Hà Nội,Miền Bắc,"000224002015000",Xe đạp Thống Nhất New 24 Café/nâu,Café/nâu,20,Xe New 24,CITYBIKE_P,Xe phổ thông,1.00,1130000.00,1130000.00
17110,2025-01-10,2025,1,1,2,BH25.0018,12,79,KH-00018,CÔNG TY TNHH THƯƠNG MẠI PHÚ THỊNH,11,Hà Nội,Miền Bắc,"000224002026000",Xe đạp Thống Nhất New 24 Xanh mint,Xanh mint,20,Xe New 24,CITYBIKE_P,Xe phổ thông,1.00,1130000.00,1130000.00
17111,2025-01-10,2025,1,1,2,BH25.0018,12,80,KH-00018,CÔNG TY TNHH THƯƠNG MẠI PHÚ THỊNH,11,Hà Nội,Miền Bắc,"000225002023000",Xe đạp Thống Nhất New 26 Kem,Kem,21,Xe New 26,CITYBIKE_P,Xe phổ thông,2.00,1180000.00,2360000.00
17112,2025-01-10,2025,1,1,2,BH25.0018,12,81,KH-00018,CÔNG TY TNHH THƯƠNG MẠI PHÚ THỊNH,11,Hà Nội,Miền Bắc,"000125002009000",Xe đạp Thống Nhất Puppy 20 Hồng,Hồng,32,Xe Puppy 20,KIDBIKE_1,Xe trẻ em nhóm 1,1.00,1050000.00,1050000.00
17113,2025-01-10,2025,1,1,2,BH25.0018,12,82,KH-00018,CÔNG TY TNHH THƯƠNG MẠI PHÚ THỊNH,11,Hà Nội,Miền Bắc,"000125002013000",Xe đạp Thống Nhất Puppy 20 Xanh,Xanh,32,Xe Puppy 20,KIDBIKE_1,Xe trẻ em nhóm 1,1.00,1050000.00,1050000.00
